xmin,ymin,xmax,ymax,confidence,class,name,time
202.0,391.0,883.0,1080.0,0.4571121633052826,0,person,1
359.0,453.0,977.0,1090.0,0.5955906510353088,0,person,2
362.0,455.0,976.0,1089.0,0.6664376854896545,0,person,3
452.0,491.0,1077.0,1093.0,0.48443034291267395,0,person,4
536.0,536.0,1179.0,1089.0,0.3914802670478821,0,person,5
605.0,570.0,1238.0,1089.0,0.38907259702682495,0,person,6
611.0,571.0,1236.0,1089.0,0.3868015706539154,0,person,7
663.0,595.0,1294.0,1089.0,0.5423876643180847,0,person,8
734.0,651.0,1379.0,1092.0,0.2549641728401184,0,person,9
728.0,650.0,1380.0,1092.0,0.266944020986557,0,person,10
749.0,691.0,1390.0,1093.0,0.4121902585029602,0,person,11
892.0,711.0,1495.0,1095.0,0.2842356562614441,0,person,12
897.0,713.0,1474.0,1095.0,0.25007450580596924,0,person,13
767.0,728.0,1497.0,1092.0,0.5964723229408264,0,person,14
758.0,736.0,1482.0,1092.0,0.32131293416023254,0,person,15
0.0,16.0,1497.0,1070.0,0.3439961075782776,0,person,15
11.0,18.0,1502.0,1067.0,0.262719988822937,0,person,16
762.0,741.0,1478.0,1092.0,0.37984874844551086,0,person,16
7.0,14.0,1508.0,1070.0,0.2514612376689911,0,person,17
756.0,743.0,1482.0,1092.0,0.395309180021286,0,person,17
747.0,758.0,1523.0,1093.0,0.3323785960674286,0,person,18
729.0,766.0,1559.0,1095.0,0.2668788433074951,0,person,19
9.0,8.0,1505.0,1082.0,0.2891058325767517,0,person,19
2.0,13.0,1521.0,1067.0,0.36922815442085266,0,person,20
4.0,11.0,1511.0,1065.0,0.3946722745895386,0,person,21
6.0,11.0,1507.0,1063.0,0.4073619842529297,0,person,22
707.0,781.0,1477.0,1091.0,0.30799993872642517,0,person,23
1.0,9.0,1509.0,1066.0,0.3986830711364746,0,person,23
5.0,11.0,1524.0,1065.0,0.32092344760894775,0,person,24
707.0,773.0,1445.0,1091.0,0.4366109073162079,0,person,24
11.0,15.0,1505.0,1069.0,0.2593228220939636,0,person,25
711.0,777.0,1446.0,1090.0,0.3729313611984253,0,person,25
19.0,14.0,1509.0,1065.0,0.2676263451576233,0,person,26
706.0,779.0,1452.0,1091.0,0.5750784277915955,0,person,26
709.0,778.0,1447.0,1091.0,0.5282618403434753,0,person,27
705.0,785.0,1416.0,1091.0,0.5260836482048035,0,person,28
705.0,784.0,1418.0,1091.0,0.5044351816177368,0,person,29
710.0,781.0,1439.0,1090.0,0.4348624050617218,0,person,30
705.0,770.0,1512.0,1092.0,0.3928871750831604,0,person,31
15.0,27.0,1505.0,1062.0,0.28592708706855774,0,person,32
704.0,762.0,1438.0,1092.0,0.39988991618156433,0,person,32
695.0,749.0,1409.0,1091.0,0.39911115169525146,0,person,33
11.0,18.0,1505.0,1066.0,0.42454981803894043,0,person,33
7.0,15.0,1495.0,1077.0,0.4078439474105835,0,person,34
685.0,726.0,1394.0,1091.0,0.4740082621574402,0,person,34
6.0,15.0,1497.0,1077.0,0.42480579018592834,0,person,35
684.0,725.0,1395.0,1091.0,0.47510379552841187,0,person,35
16.0,21.0,1496.0,1082.0,0.32728928327560425,0,person,36
728.0,694.0,1393.0,1091.0,0.4683641493320465,0,person,36
675.0,641.0,1451.0,1088.0,0.572932243347168,0,person,37
29.0,14.0,1495.0,1085.0,0.2551470100879669,0,person,38
683.0,628.0,1430.0,1085.0,0.5664090514183044,0,person,38
701.0,600.0,1422.0,1090.0,0.553407609462738,0,person,39
696.0,600.0,1419.0,1091.0,0.5602965354919434,0,person,40
713.0,574.0,1413.0,1091.0,0.5634405016899109,0,person,41
713.0,548.0,1435.0,1089.0,0.5111900568008423,0,person,42
741.0,525.0,1429.0,1086.0,0.5842223167419434,0,person,43
721.0,519.0,1436.0,1091.0,0.4594396650791168,0,person,44
713.0,518.0,1438.0,1091.0,0.45244190096855164,0,person,45
676.0,412.0,1465.0,1096.0,0.4935053288936615,0,person,46
674.0,416.0,1472.0,1094.0,0.5094451904296875,0,person,47
670.0,439.0,1472.0,1089.0,0.4592612087726593,0,person,48
725.0,456.0,1440.0,1088.0,0.5268032550811768,0,person,49
713.0,454.0,1442.0,1087.0,0.5146427154541016,0,person,50
599.0,447.0,1416.0,1088.0,0.43017444014549255,0,person,51
743.0,524.0,1391.0,1086.0,0.4355895221233368,0,person,52
747.0,525.0,1391.0,1086.0,0.44214940071105957,0,person,53
608.0,541.0,1396.0,1088.0,0.45499056577682495,0,person,54
594.0,572.0,1456.0,1086.0,0.33396080136299133,0,person,55
587.0,395.0,1577.0,1083.0,0.2770625352859497,0,person,57
588.0,392.0,1572.0,1081.0,0.2805193364620209,0,person,58
552.0,441.0,1490.0,1088.0,0.290606290102005,0,person,59
34.0,0.0,1498.0,1085.0,0.26588869094848633,0,person,60
538.0,433.0,1495.0,1086.0,0.3010944128036499,0,person,60
559.0,564.0,1371.0,1090.0,0.39340880513191223,0,person,61
571.0,585.0,1388.0,1087.0,0.2789662778377533,0,person,62
581.0,590.0,1399.0,1091.0,0.3557015359401703,0,person,63
577.0,600.0,1399.0,1091.0,0.3658028841018677,0,person,64
591.0,613.0,1382.0,1091.0,0.2684868574142456,0,person,65
801.0,694.0,1366.0,1090.0,0.33437010645866394,0,person,66
19.0,12.0,1542.0,1081.0,0.2676609754562378,0,person,69
419.0,0.0,1194.0,296.0,0.2575405240058899,46,banana,70
628.0,435.0,1590.0,1090.0,0.26819464564323425,0,person,70
13.0,6.0,1553.0,1092.0,0.30995693802833557,0,person,70
423.0,0.0,1195.0,297.0,0.25272002816200256,46,banana,71
633.0,445.0,1582.0,1088.0,0.29199060797691345,0,person,71
11.0,6.0,1558.0,1091.0,0.311290979385376,0,person,71
5.0,7.0,1548.0,1092.0,0.3218822181224823,0,person,72
0.0,7.0,1541.0,1090.0,0.35802504420280457,0,person,73
2.0,12.0,1550.0,1088.0,0.351187527179718,0,person,74
769.0,751.0,1408.0,1092.0,0.2785223722457886,0,person,75
0.0,9.0,1560.0,1085.0,0.28605690598487854,0,person,75
